,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.735,0.65,0.732,0.553,0.73,0.91,0.641,0.617,0.478
AAPL,0.735,0.0,0.369,0.76,0.655,0.588,0.702,0.367,0.546,0.598
AMD,0.65,0.369,0.0,0.648,0.746,0.846,0.649,0.947,0.407,0.533
AMZN,0.732,0.76,0.648,0.0,0.836,0.859,0.748,0.6,0.786,0.872
GOOGL,0.553,0.655,0.746,0.836,0.0,0.86,0.58,0.692,0.553,0.827
INTC,0.73,0.588,0.846,0.859,0.86,0.0,0.712,0.831,0.563,0.75
MARA,0.91,0.702,0.649,0.748,0.58,0.712,0.0,0.642,0.729,0.444
NVDA,0.641,0.367,0.947,0.6,0.692,0.831,0.642,0.0,0.305,0.433
PLUG,0.617,0.546,0.407,0.786,0.553,0.563,0.729,0.305,0.0,0.628
TSLA,0.478,0.598,0.533,0.872,0.827,0.75,0.444,0.433,0.628,0.0
