,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.392,0.475,0.284,0.313,0.524,0.657,0.378,0.387,0.474
AAPL,0.392,0.0,0.687,0.499,0.671,0.66,0.337,0.535,0.513,0.804
AMD,0.475,0.687,0.0,0.608,0.883,0.886,0.63,0.914,0.776,0.892
AMZN,0.284,0.499,0.608,0.0,0.568,0.637,0.658,0.67,0.484,0.633
GOOGL,0.313,0.671,0.883,0.568,0.0,0.858,0.35,0.741,0.776,0.827
INTC,0.524,0.66,0.886,0.637,0.858,0.0,0.588,0.741,0.72,0.928
MARA,0.657,0.337,0.63,0.658,0.35,0.588,0.0,0.679,0.56,0.576
NVDA,0.378,0.535,0.914,0.67,0.741,0.741,0.679,0.0,0.689,0.749
PLUG,0.387,0.513,0.776,0.484,0.776,0.72,0.56,0.689,0.0,0.71
TSLA,0.474,0.804,0.892,0.633,0.827,0.928,0.576,0.749,0.71,0.0
