,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.173,0.063,-0.189,-0.52,0.236,-0.203,0.358,0.348,0.695
AAPL,-0.173,0.0,0.874,0.808,0.836,0.737,-0.214,0.734,0.197,0.479
AMD,0.063,0.874,0.0,0.734,0.714,0.823,-0.14,0.82,0.234,0.594
AMZN,-0.189,0.808,0.734,0.0,0.739,0.628,0.101,0.635,0.473,0.348
GOOGL,-0.52,0.836,0.714,0.739,0.0,0.503,0.019,0.452,-0.06,0.117
INTC,0.236,0.737,0.823,0.628,0.503,0.0,-0.479,0.743,0.296,0.702
MARA,-0.203,-0.214,-0.14,0.101,0.019,-0.479,0.0,-0.112,0.054,-0.341
NVDA,0.358,0.734,0.82,0.635,0.452,0.743,-0.112,0.0,0.288,0.76
PLUG,0.348,0.197,0.234,0.473,-0.06,0.296,0.054,0.288,0.0,0.471
TSLA,0.695,0.479,0.594,0.348,0.117,0.702,-0.341,0.76,0.471,0.0
