,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.651,0.623,0.694,0.595,0.769,0.527,0.631,0.405,0.59
AAPL,0.651,0.0,-0.016,0.934,0.916,0.317,0.261,0.235,0.901,0.832
AMD,0.623,-0.016,0.0,0.149,0.106,0.904,0.732,0.892,-0.208,0.239
AMZN,0.694,0.934,0.149,0.0,0.927,0.412,0.409,0.434,0.876,0.877
GOOGL,0.595,0.916,0.106,0.927,0.0,0.412,0.46,0.425,0.885,0.925
INTC,0.769,0.317,0.904,0.412,0.412,0.0,0.72,0.899,0.092,0.477
MARA,0.527,0.261,0.732,0.409,0.46,0.72,0.0,0.821,0.22,0.571
NVDA,0.631,0.235,0.892,0.434,0.425,0.899,0.821,0.0,0.145,0.556
PLUG,0.405,0.901,-0.208,0.876,0.885,0.092,0.22,0.145,0.0,0.844
TSLA,0.59,0.832,0.239,0.877,0.925,0.477,0.571,0.556,0.844,0.0
