,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.509,-0.486,-0.625,-0.414,0.442,-0.12,-0.576,-0.45,-0.434
AAPL,-0.509,0.0,0.943,0.889,0.614,0.23,0.627,0.914,0.862,0.879
AMD,-0.486,0.943,0.0,0.895,0.494,0.202,0.55,0.97,0.913,0.914
AMZN,-0.625,0.889,0.895,0.0,0.612,0.243,0.633,0.928,0.857,0.931
GOOGL,-0.414,0.614,0.494,0.612,0.0,0.323,0.597,0.456,0.482,0.512
INTC,0.442,0.23,0.202,0.243,0.323,0.0,0.561,0.139,0.277,0.377
MARA,-0.12,0.627,0.55,0.633,0.597,0.561,0.0,0.476,0.67,0.736
NVDA,-0.576,0.914,0.97,0.928,0.456,0.139,0.476,0.0,0.87,0.906
PLUG,-0.45,0.862,0.913,0.857,0.482,0.277,0.67,0.87,0.0,0.902
TSLA,-0.434,0.879,0.914,0.931,0.512,0.377,0.736,0.906,0.902,0.0
