,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.715,-0.668,0.72,0.408,-0.161,0.882,0.841,0.301,0.239
AAPL,0.715,0.0,-0.68,0.712,0.139,0.022,0.795,0.769,0.293,-0.276
AMD,-0.668,-0.68,0.0,-0.575,-0.283,0.52,-0.731,-0.599,-0.213,0.109
AMZN,0.72,0.712,-0.575,0.0,0.547,0.166,0.642,0.671,0.085,0.03
GOOGL,0.408,0.139,-0.283,0.547,0.0,-0.166,0.321,0.066,-0.025,0.432
INTC,-0.161,0.022,0.52,0.166,-0.166,0.0,-0.29,0.073,-0.244,-0.075
MARA,0.882,0.795,-0.731,0.642,0.321,-0.29,0.0,0.791,0.461,-0.004
NVDA,0.841,0.769,-0.599,0.671,0.066,0.073,0.791,0.0,0.311,-0.064
PLUG,0.301,0.293,-0.213,0.085,-0.025,-0.244,0.461,0.311,0.0,0.046
TSLA,0.239,-0.276,0.109,0.03,0.432,-0.075,-0.004,-0.064,0.046,0.0
