,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.117,-0.042,0.055,0.337,-0.477,-0.095,-0.14,0.025,-0.336
AAPL,-0.117,0.0,0.89,0.864,0.606,0.707,0.812,0.963,0.829,0.882
AMD,-0.042,0.89,0.0,0.881,0.65,0.489,0.804,0.925,0.842,0.807
AMZN,0.055,0.864,0.881,0.0,0.781,0.455,0.85,0.87,0.867,0.721
GOOGL,0.337,0.606,0.65,0.781,0.0,0.121,0.717,0.597,0.503,0.428
INTC,-0.477,0.707,0.489,0.455,0.121,0.0,0.566,0.729,0.436,0.802
MARA,-0.095,0.812,0.804,0.85,0.717,0.566,0.0,0.843,0.653,0.868
NVDA,-0.14,0.963,0.925,0.87,0.597,0.729,0.843,0.0,0.806,0.904
PLUG,0.025,0.829,0.842,0.867,0.503,0.436,0.653,0.806,0.0,0.673
TSLA,-0.336,0.882,0.807,0.721,0.428,0.802,0.868,0.904,0.673,0.0
