,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.797,-0.409,0.824,0.256,-0.899,0.286,-0.251,0.878,0.88
AAPL,0.797,0.0,-0.234,0.755,0.006,-0.847,0.503,-0.474,0.848,0.82
AMD,-0.409,-0.234,0.0,-0.193,-0.103,0.326,0.158,0.433,-0.439,-0.352
AMZN,0.824,0.755,-0.193,0.0,0.502,-0.843,0.225,-0.094,0.78,0.725
GOOGL,0.256,0.006,-0.103,0.502,0.0,-0.314,-0.417,0.366,0.144,0.205
INTC,-0.899,-0.847,0.326,-0.843,-0.314,0.0,-0.271,0.188,-0.778,-0.861
MARA,0.286,0.503,0.158,0.225,-0.417,-0.271,0.0,-0.311,0.394,0.327
NVDA,-0.251,-0.474,0.433,-0.094,0.366,0.188,-0.311,0.0,-0.502,-0.294
PLUG,0.878,0.848,-0.439,0.78,0.144,-0.778,0.394,-0.502,0.0,0.824
TSLA,0.88,0.82,-0.352,0.725,0.205,-0.861,0.327,-0.294,0.824,0.0
