,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.22,0.468,0.086,0.645,0.509,-0.318,0.733,0.877,-0.217
AAPL,-0.22,0.0,0.346,0.803,0.45,0.569,0.68,0.135,-0.188,0.665
AMD,0.468,0.346,0.0,0.487,0.819,0.836,0.457,0.827,0.566,0.596
AMZN,0.086,0.803,0.487,0.0,0.55,0.62,0.672,0.255,0.139,0.62
GOOGL,0.645,0.45,0.819,0.55,0.0,0.952,0.307,0.901,0.621,0.456
INTC,0.509,0.569,0.836,0.62,0.952,0.0,0.458,0.815,0.478,0.589
MARA,-0.318,0.68,0.457,0.672,0.307,0.458,0.0,0.062,-0.273,0.952
NVDA,0.733,0.135,0.827,0.255,0.901,0.815,0.062,0.0,0.753,0.263
PLUG,0.877,-0.188,0.566,0.139,0.621,0.478,-0.273,0.753,0.0,-0.176
TSLA,-0.217,0.665,0.596,0.62,0.456,0.589,0.952,0.263,-0.176,0.0
