,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.313,-0.376,-0.114,0.402,0.265,0.478,0.249,-0.142,-0.474
AAPL,-0.313,0.0,0.404,0.227,-0.262,-0.535,-0.421,-0.257,0.589,0.602
AMD,-0.376,0.404,0.0,-0.024,0.179,0.225,0.257,0.518,0.092,0.07
AMZN,-0.114,0.227,-0.024,0.0,0.318,0.012,-0.105,-0.013,0.213,0.498
GOOGL,0.402,-0.262,0.179,0.318,0.0,0.719,0.8,0.813,-0.105,-0.295
INTC,0.265,-0.535,0.225,0.012,0.719,0.0,0.758,0.814,-0.497,-0.545
MARA,0.478,-0.421,0.257,-0.105,0.8,0.758,0.0,0.918,-0.434,-0.641
NVDA,0.249,-0.257,0.518,-0.013,0.813,0.814,0.918,0.0,-0.368,-0.537
PLUG,-0.142,0.589,0.092,0.213,-0.105,-0.497,-0.434,-0.368,0.0,0.634
TSLA,-0.474,0.602,0.07,0.498,-0.295,-0.545,-0.641,-0.537,0.634,0.0
