,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.136,0.011,0.596,-0.06,0.454,0.535,0.151,0.721,0.427
AAPL,0.136,0.0,0.837,0.687,0.839,0.868,-0.345,0.751,0.509,-0.26
AMD,0.011,0.837,0.0,0.609,0.929,0.747,-0.655,0.919,0.306,-0.173
AMZN,0.596,0.687,0.609,0.0,0.574,0.851,0.105,0.67,0.869,0.279
GOOGL,-0.06,0.839,0.929,0.574,0.0,0.693,-0.627,0.92,0.306,-0.143
INTC,0.454,0.868,0.747,0.851,0.693,0.0,-0.042,0.728,0.742,0.078
MARA,0.535,-0.345,-0.655,0.105,-0.627,-0.042,0.0,-0.513,0.444,0.523
NVDA,0.151,0.751,0.919,0.67,0.92,0.728,-0.513,0.0,0.411,0.074
PLUG,0.721,0.509,0.306,0.869,0.306,0.742,0.444,0.411,0.0,0.349
TSLA,0.427,-0.26,-0.173,0.279,-0.143,0.078,0.523,0.074,0.349,0.0
