,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.714,-0.579,0.561,-0.407,-0.249,0.896,0.903,0.201,-0.432
AAPL,0.714,0.0,-0.666,0.789,-0.126,0.041,0.799,0.638,0.281,-0.54
AMD,-0.579,-0.666,0.0,-0.51,0.03,0.506,-0.709,-0.425,-0.237,0.296
AMZN,0.561,0.789,-0.51,0.0,-0.147,0.244,0.596,0.568,0.153,-0.467
GOOGL,-0.407,-0.126,0.03,-0.147,0.0,-0.11,-0.171,-0.501,0.165,0.242
INTC,-0.249,0.041,0.506,0.244,-0.11,0.0,-0.324,-0.126,-0.095,0.093
MARA,0.896,0.799,-0.709,0.596,-0.171,-0.324,0.0,0.777,0.397,-0.483
NVDA,0.903,0.638,-0.425,0.568,-0.501,-0.126,0.777,0.0,0.076,-0.571
PLUG,0.201,0.281,-0.237,0.153,0.165,-0.095,0.397,0.076,0.0,0.103
TSLA,-0.432,-0.54,0.296,-0.467,0.242,0.093,-0.483,-0.571,0.103,0.0
