,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.457,0.236,-0.129,-0.424,0.331,-0.402,-0.403,0.141,-0.115
AAPL,-0.457,0.0,-0.499,0.02,0.921,0.311,0.79,0.806,-0.105,0.667
AMD,0.236,-0.499,0.0,0.496,-0.544,0.256,-0.239,-0.015,0.713,-0.113
AMZN,-0.129,0.02,0.496,0.0,0.127,0.242,0.185,0.386,0.537,0.324
GOOGL,-0.424,0.921,-0.544,0.127,0.0,0.309,0.718,0.793,-0.086,0.717
INTC,0.331,0.311,0.256,0.242,0.309,0.0,0.275,0.51,0.511,0.539
MARA,-0.402,0.79,-0.239,0.185,0.718,0.275,0.0,0.776,0.222,0.555
NVDA,-0.403,0.806,-0.015,0.386,0.793,0.51,0.776,0.0,0.414,0.811
PLUG,0.141,-0.105,0.713,0.537,-0.086,0.511,0.222,0.414,0.0,0.35
TSLA,-0.115,0.667,-0.113,0.324,0.717,0.539,0.555,0.811,0.35,0.0
