,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.252,-0.738,0.386,0.474,0.313,-0.019,-0.271,0.348,-0.299
AAPL,0.252,0.0,-0.062,0.738,0.557,-0.0,-0.644,0.217,0.4,0.434
AMD,-0.738,-0.062,0.0,-0.355,-0.418,-0.522,0.086,0.456,-0.322,0.287
AMZN,0.386,0.738,-0.355,0.0,0.868,0.303,-0.439,0.378,0.354,0.348
GOOGL,0.474,0.557,-0.418,0.868,0.0,0.34,-0.186,0.423,0.353,0.248
INTC,0.313,-0.0,-0.522,0.303,0.34,0.0,-0.127,0.144,0.521,-0.038
MARA,-0.019,-0.644,0.086,-0.439,-0.186,-0.127,0.0,0.027,-0.204,-0.113
NVDA,-0.271,0.217,0.456,0.378,0.423,0.144,0.027,0.0,0.088,0.29
PLUG,0.348,0.4,-0.322,0.354,0.353,0.521,-0.204,0.088,0.0,0.21
TSLA,-0.299,0.434,0.287,0.348,0.248,-0.038,-0.113,0.29,0.21,0.0
