,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.634,0.653,0.437,0.094,0.243,0.847,0.456,0.688,0.731
AAPL,0.634,0.0,0.729,0.642,0.414,0.407,0.614,0.619,0.703,0.766
AMD,0.653,0.729,0.0,0.739,0.653,0.432,0.697,0.762,0.774,0.883
AMZN,0.437,0.642,0.739,0.0,0.799,0.644,0.672,0.855,0.788,0.674
GOOGL,0.094,0.414,0.653,0.799,0.0,0.394,0.405,0.768,0.594,0.576
INTC,0.243,0.407,0.432,0.644,0.394,0.0,0.327,0.581,0.533,0.252
MARA,0.847,0.614,0.697,0.672,0.405,0.327,0.0,0.751,0.9,0.779
NVDA,0.456,0.619,0.762,0.855,0.768,0.581,0.751,0.0,0.931,0.75
PLUG,0.688,0.703,0.774,0.788,0.594,0.533,0.9,0.931,0.0,0.81
TSLA,0.731,0.766,0.883,0.674,0.576,0.252,0.779,0.75,0.81,0.0
