,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.792,0.788,0.597,0.554,0.643,0.928,0.83,0.59,0.261
AAPL,0.792,0.0,0.597,0.493,0.506,0.374,0.784,0.716,0.577,0.207
AMD,0.788,0.597,0.0,0.629,0.7,0.748,0.817,0.951,0.656,0.366
AMZN,0.597,0.493,0.629,0.0,0.889,0.893,0.604,0.556,0.782,0.86
GOOGL,0.554,0.506,0.7,0.889,0.0,0.861,0.6,0.612,0.771,0.788
INTC,0.643,0.374,0.748,0.893,0.861,0.0,0.644,0.66,0.688,0.736
MARA,0.928,0.784,0.817,0.604,0.6,0.644,0.0,0.857,0.678,0.241
NVDA,0.83,0.716,0.951,0.556,0.612,0.66,0.857,0.0,0.611,0.232
PLUG,0.59,0.577,0.656,0.782,0.771,0.688,0.678,0.611,0.0,0.636
TSLA,0.261,0.207,0.366,0.86,0.788,0.736,0.241,0.232,0.636,0.0
