,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.332,0.76,-0.146,0.1,0.567,0.383,0.803,0.225,0.046
AAPL,0.332,0.0,0.462,0.277,0.585,0.623,0.095,0.309,0.155,0.53
AMD,0.76,0.462,0.0,-0.361,0.523,0.68,0.215,0.828,0.283,0.338
AMZN,-0.146,0.277,-0.361,0.0,-0.232,0.179,0.4,-0.292,-0.353,0.224
GOOGL,0.1,0.585,0.523,-0.232,0.0,0.421,-0.031,0.147,0.44,0.561
INTC,0.567,0.623,0.68,0.179,0.421,0.0,0.457,0.537,0.227,0.575
MARA,0.383,0.095,0.215,0.4,-0.031,0.457,0.0,0.036,0.312,0.43
NVDA,0.803,0.309,0.828,-0.292,0.147,0.537,0.036,0.0,0.0,-0.099
PLUG,0.225,0.155,0.283,-0.353,0.44,0.227,0.312,0.0,0.0,0.37
TSLA,0.046,0.53,0.338,0.224,0.561,0.575,0.43,-0.099,0.37,0.0
