,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.807,0.071,0.592,0.616,0.547,0.341,0.469,0.794,0.832
AAPL,0.807,0.0,0.222,0.763,0.794,0.77,0.526,0.588,0.897,0.964
AMD,0.071,0.222,0.0,0.681,0.669,0.701,0.866,0.855,0.141,0.029
AMZN,0.592,0.763,0.681,0.0,0.957,0.817,0.912,0.922,0.757,0.676
GOOGL,0.616,0.794,0.669,0.957,0.0,0.822,0.87,0.916,0.785,0.695
INTC,0.547,0.77,0.701,0.817,0.822,0.0,0.799,0.823,0.588,0.62
MARA,0.341,0.526,0.866,0.912,0.87,0.799,0.0,0.953,0.493,0.387
NVDA,0.469,0.588,0.855,0.922,0.916,0.823,0.953,0.0,0.554,0.448
PLUG,0.794,0.897,0.141,0.757,0.785,0.588,0.493,0.554,0.0,0.909
TSLA,0.832,0.964,0.029,0.676,0.695,0.62,0.387,0.448,0.909,0.0
