,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.385,0.344,0.617,0.317,0.203,0.735,0.321,0.548,0.874
AAPL,0.385,0.0,0.957,0.906,0.944,0.953,0.508,0.96,-0.077,0.257
AMD,0.344,0.957,0.0,0.861,0.941,0.98,0.439,0.988,-0.019,0.181
AMZN,0.617,0.906,0.861,0.0,0.907,0.828,0.727,0.827,0.11,0.412
GOOGL,0.317,0.944,0.941,0.907,0.0,0.954,0.498,0.92,-0.15,0.107
INTC,0.203,0.953,0.98,0.828,0.954,0.0,0.35,0.972,-0.159,0.041
MARA,0.735,0.508,0.439,0.727,0.498,0.35,0.0,0.406,0.318,0.694
NVDA,0.321,0.96,0.988,0.827,0.92,0.972,0.406,0.0,-0.074,0.193
PLUG,0.548,-0.077,-0.019,0.11,-0.15,-0.159,0.318,-0.074,0.0,0.544
TSLA,0.874,0.257,0.181,0.412,0.107,0.041,0.694,0.193,0.544,0.0
