,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.328,0.659,0.257,0.151,0.425,0.306,0.516,0.608,0.354
AAPL,0.328,0.0,0.699,0.955,0.934,0.894,0.907,0.882,0.746,0.897
AMD,0.659,0.699,0.0,0.639,0.558,0.786,0.566,0.926,0.84,0.701
AMZN,0.257,0.955,0.639,0.0,0.93,0.858,0.89,0.838,0.753,0.83
GOOGL,0.151,0.934,0.558,0.93,0.0,0.896,0.913,0.783,0.708,0.843
INTC,0.425,0.894,0.786,0.858,0.896,0.0,0.889,0.907,0.849,0.841
MARA,0.306,0.907,0.566,0.89,0.913,0.889,0.0,0.766,0.719,0.801
NVDA,0.516,0.882,0.926,0.838,0.783,0.907,0.766,0.0,0.886,0.811
PLUG,0.608,0.746,0.84,0.753,0.708,0.849,0.719,0.886,0.0,0.692
TSLA,0.354,0.897,0.701,0.83,0.843,0.841,0.801,0.811,0.692,0.0
