,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.47,-0.771,-0.557,-0.683,-0.588,-0.718,-0.613,0.894,-0.304
AAPL,-0.47,0.0,0.833,0.933,0.865,0.845,0.803,0.962,-0.604,0.902
AMD,-0.771,0.833,0.0,0.889,0.952,0.758,0.873,0.939,-0.791,0.703
AMZN,-0.557,0.933,0.889,0.0,0.865,0.873,0.876,0.935,-0.638,0.841
GOOGL,-0.683,0.865,0.952,0.865,0.0,0.664,0.862,0.937,-0.711,0.796
INTC,-0.588,0.845,0.758,0.873,0.664,0.0,0.751,0.834,-0.711,0.635
MARA,-0.718,0.803,0.873,0.876,0.862,0.751,0.0,0.841,-0.684,0.704
NVDA,-0.613,0.962,0.939,0.935,0.937,0.834,0.841,0.0,-0.717,0.846
PLUG,0.894,-0.604,-0.791,-0.638,-0.711,-0.711,-0.684,-0.717,0.0,-0.416
TSLA,-0.304,0.902,0.703,0.841,0.796,0.635,0.704,0.846,-0.416,0.0
