,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.25,-0.695,0.394,0.504,0.282,0.214,-0.124,0.281,-0.193
AAPL,0.25,0.0,-0.032,0.732,0.531,-0.035,-0.476,0.219,0.408,0.48
AMD,-0.695,-0.032,0.0,-0.326,-0.374,-0.451,-0.048,0.432,-0.195,0.227
AMZN,0.394,0.732,-0.326,0.0,0.855,0.288,-0.205,0.407,0.322,0.427
GOOGL,0.504,0.531,-0.374,0.855,0.0,0.352,0.143,0.527,0.317,0.347
INTC,0.282,-0.035,-0.451,0.288,0.352,0.0,0.153,0.187,0.386,0.086
MARA,0.214,-0.476,-0.048,-0.205,0.143,0.153,0.0,0.341,0.049,-0.054
NVDA,-0.124,0.219,0.432,0.407,0.527,0.187,0.341,0.0,0.068,0.366
PLUG,0.281,0.408,-0.195,0.322,0.317,0.386,0.049,0.068,0.0,0.396
TSLA,-0.193,0.48,0.227,0.427,0.347,0.086,-0.054,0.366,0.396,0.0
