,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.53,0.556,0.612,0.52,0.156,0.505,0.526,0.629,0.449
AAPL,0.53,0.0,0.922,0.812,0.947,-0.077,0.336,0.977,0.464,0.967
AMD,0.556,0.922,0.0,0.836,0.907,0.141,0.228,0.916,0.627,0.907
AMZN,0.612,0.812,0.836,0.0,0.845,-0.089,0.336,0.822,0.69,0.835
GOOGL,0.52,0.947,0.907,0.845,0.0,-0.032,0.36,0.936,0.541,0.905
INTC,0.156,-0.077,0.141,-0.089,-0.032,0.0,0.073,-0.118,0.371,-0.212
MARA,0.505,0.336,0.228,0.336,0.36,0.073,0.0,0.433,0.383,0.213
NVDA,0.526,0.977,0.916,0.822,0.936,-0.118,0.433,0.0,0.485,0.96
PLUG,0.629,0.464,0.627,0.69,0.541,0.371,0.383,0.485,0.0,0.408
TSLA,0.449,0.967,0.907,0.835,0.905,-0.212,0.213,0.96,0.408,0.0
