,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.838,-0.017,0.855,0.688,0.795,0.932,0.95,0.955,0.873
AAPL,0.838,0.0,-0.248,0.757,0.793,0.916,0.918,0.902,0.813,0.952
AMD,-0.017,-0.248,0.0,-0.315,0.102,-0.109,-0.251,0.031,-0.14,-0.221
AMZN,0.855,0.757,-0.315,0.0,0.594,0.803,0.858,0.795,0.827,0.775
GOOGL,0.688,0.793,0.102,0.594,0.0,0.872,0.706,0.814,0.556,0.817
INTC,0.795,0.916,-0.109,0.803,0.872,0.0,0.844,0.87,0.72,0.891
MARA,0.932,0.918,-0.251,0.858,0.706,0.844,0.0,0.935,0.952,0.964
NVDA,0.95,0.902,0.031,0.795,0.814,0.87,0.935,0.0,0.897,0.929
PLUG,0.955,0.813,-0.14,0.827,0.556,0.72,0.952,0.897,0.0,0.862
TSLA,0.873,0.952,-0.221,0.775,0.817,0.891,0.964,0.929,0.862,0.0
