,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.232,0.794,-0.227,0.105,0.808,-0.328,0.828,0.6,-0.444
AAPL,0.232,0.0,0.209,0.506,0.629,0.208,0.48,0.093,0.613,0.434
AMD,0.794,0.209,0.0,-0.331,0.109,0.92,-0.605,0.964,0.631,-0.591
AMZN,-0.227,0.506,-0.331,0.0,0.83,-0.52,0.584,-0.522,0.417,0.396
GOOGL,0.105,0.629,0.109,0.83,0.0,-0.071,0.227,-0.095,0.688,0.015
INTC,0.808,0.208,0.92,-0.52,-0.071,0.0,-0.547,0.959,0.445,-0.53
MARA,-0.328,0.48,-0.605,0.584,0.227,-0.547,0.0,-0.636,-0.088,0.873
NVDA,0.828,0.093,0.964,-0.522,-0.095,0.959,-0.636,0.0,0.475,-0.611
PLUG,0.6,0.613,0.631,0.417,0.688,0.445,-0.088,0.475,0.0,-0.19
TSLA,-0.444,0.434,-0.591,0.396,0.015,-0.53,0.873,-0.611,-0.19,0.0
