,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.575,0.907,0.853,0.461,0.69,0.93,0.91,0.87,0.781
AAPL,0.575,0.0,0.611,0.707,0.861,0.005,0.607,0.731,0.678,0.27
AMD,0.907,0.611,0.0,0.878,0.605,0.693,0.892,0.935,0.914,0.823
AMZN,0.853,0.707,0.878,0.0,0.586,0.487,0.908,0.881,0.841,0.68
GOOGL,0.461,0.861,0.605,0.586,0.0,-0.048,0.441,0.632,0.587,0.194
INTC,0.69,0.005,0.693,0.487,-0.048,0.0,0.687,0.646,0.65,0.925
MARA,0.93,0.607,0.892,0.908,0.441,0.687,0.0,0.934,0.911,0.829
NVDA,0.91,0.731,0.935,0.881,0.632,0.646,0.934,0.0,0.952,0.815
PLUG,0.87,0.678,0.914,0.841,0.587,0.65,0.911,0.952,0.0,0.833
TSLA,0.781,0.27,0.823,0.68,0.194,0.925,0.829,0.815,0.833,0.0
