,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.559,-0.783,-0.445,-0.599,0.133,-0.841,-0.65,-0.779,-0.745
AAPL,-0.559,0.0,0.871,0.884,0.719,0.132,0.752,0.93,0.684,0.827
AMD,-0.783,0.871,0.0,0.804,0.769,-0.023,0.919,0.949,0.903,0.956
AMZN,-0.445,0.884,0.804,0.0,0.771,0.299,0.688,0.892,0.698,0.742
GOOGL,-0.599,0.719,0.769,0.771,0.0,0.399,0.806,0.785,0.723,0.646
INTC,0.133,0.132,-0.023,0.299,0.399,0.0,0.095,0.021,-0.053,-0.093
MARA,-0.841,0.752,0.919,0.688,0.806,0.095,0.0,0.814,0.868,0.902
NVDA,-0.65,0.93,0.949,0.892,0.785,0.021,0.814,0.0,0.823,0.884
PLUG,-0.779,0.684,0.903,0.698,0.723,-0.053,0.868,0.823,0.0,0.849
TSLA,-0.745,0.827,0.956,0.742,0.646,-0.093,0.902,0.884,0.849,0.0
