,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.228,0.042,-0.448,-0.297,0.83,-0.586,-0.06,-0.677,0.724
AAPL,0.228,0.0,0.822,0.568,0.73,0.092,0.492,0.853,0.422,0.734
AMD,0.042,0.822,0.0,0.766,0.863,-0.176,0.628,0.956,0.505,0.51
AMZN,-0.448,0.568,0.766,0.0,0.902,-0.627,0.875,0.814,0.87,-0.014
GOOGL,-0.297,0.73,0.863,0.902,0.0,-0.492,0.866,0.903,0.79,0.21
INTC,0.83,0.092,-0.176,-0.627,-0.492,0.0,-0.684,-0.252,-0.758,0.636
MARA,-0.586,0.492,0.628,0.875,0.866,-0.684,0.0,0.714,0.926,-0.104
NVDA,-0.06,0.853,0.956,0.814,0.903,-0.252,0.714,0.0,0.63,0.445
PLUG,-0.677,0.422,0.505,0.87,0.79,-0.758,0.926,0.63,0.0,-0.211
TSLA,0.724,0.734,0.51,-0.014,0.21,0.636,-0.104,0.445,-0.211,0.0
