,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.177,0.042,0.518,-0.114,-0.349,0.527,0.113,-0.456,0.647
AAPL,0.177,0.0,-0.885,-0.509,0.89,-0.552,0.489,-0.864,-0.052,0.652
AMD,0.042,-0.885,0.0,0.731,-0.779,0.542,-0.405,0.941,0.13,-0.563
AMZN,0.518,-0.509,0.731,0.0,-0.553,0.16,-0.135,0.772,-0.267,-0.1
GOOGL,-0.114,0.89,-0.779,-0.553,0.0,-0.296,0.169,-0.777,0.143,0.311
INTC,-0.349,-0.552,0.542,0.16,-0.296,0.0,-0.502,0.441,0.45,-0.577
MARA,0.527,0.489,-0.405,-0.135,0.169,-0.502,0.0,-0.36,-0.075,0.657
NVDA,0.113,-0.864,0.941,0.772,-0.777,0.441,-0.36,0.0,-0.048,-0.53
PLUG,-0.456,-0.052,0.13,-0.267,0.143,0.45,-0.075,-0.048,0.0,-0.463
TSLA,0.647,0.652,-0.563,-0.1,0.311,-0.577,0.657,-0.53,-0.463,0.0
