,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.535,0.509,0.054,0.088,0.655,0.313,0.419,0.255,0.424
AAPL,0.535,0.0,0.833,0.527,0.416,0.363,0.282,0.772,0.628,0.606
AMD,0.509,0.833,0.0,0.648,0.402,0.339,0.272,0.897,0.437,0.673
AMZN,0.054,0.527,0.648,0.0,-0.093,0.31,0.486,0.722,-0.169,0.687
GOOGL,0.088,0.416,0.402,-0.093,0.0,-0.406,-0.345,0.422,0.763,0.069
INTC,0.655,0.363,0.339,0.31,-0.406,0.0,0.544,0.343,-0.168,0.559
MARA,0.313,0.282,0.272,0.486,-0.345,0.544,0.0,0.309,-0.353,0.44
NVDA,0.419,0.772,0.897,0.722,0.422,0.343,0.309,0.0,0.332,0.793
PLUG,0.255,0.628,0.437,-0.169,0.763,-0.168,-0.353,0.332,0.0,0.036
TSLA,0.424,0.606,0.673,0.687,0.069,0.559,0.44,0.793,0.036,0.0
