,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.28,0.361,0.676,0.005,0.284,0.861,0.707,0.561,0.316
AAPL,0.28,0.0,0.595,0.442,0.791,0.828,0.485,0.765,0.274,0.962
AMD,0.361,0.595,0.0,0.588,0.725,0.685,0.449,0.664,0.383,0.561
AMZN,0.676,0.442,0.588,0.0,0.257,0.471,0.785,0.669,0.51,0.526
GOOGL,0.005,0.791,0.725,0.257,0.0,0.758,0.186,0.576,0.189,0.722
INTC,0.284,0.828,0.685,0.471,0.758,0.0,0.564,0.778,0.402,0.807
MARA,0.861,0.485,0.449,0.785,0.186,0.564,0.0,0.825,0.602,0.57
NVDA,0.707,0.765,0.664,0.669,0.576,0.778,0.825,0.0,0.651,0.785
PLUG,0.561,0.274,0.383,0.51,0.189,0.402,0.602,0.651,0.0,0.405
TSLA,0.316,0.962,0.561,0.526,0.722,0.807,0.57,0.785,0.405,0.0
