,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.454,-0.414,-0.188,0.39,0.302,0.48,0.245,-0.231,-0.483
AAPL,-0.454,0.0,0.438,0.076,-0.474,-0.624,-0.615,-0.441,0.715,0.757
AMD,-0.414,0.438,0.0,-0.047,0.125,0.171,0.173,0.458,0.167,0.131
AMZN,-0.188,0.076,-0.047,0.0,0.248,0.028,-0.153,-0.084,0.129,0.517
GOOGL,0.39,-0.474,0.125,0.248,0.0,0.768,0.808,0.816,-0.263,-0.345
INTC,0.302,-0.624,0.171,0.028,0.768,0.0,0.791,0.847,-0.544,-0.593
MARA,0.48,-0.615,0.173,-0.153,0.808,0.791,0.0,0.916,-0.566,-0.69
NVDA,0.245,-0.441,0.458,-0.084,0.816,0.847,0.916,0.0,-0.45,-0.569
PLUG,-0.231,0.715,0.167,0.129,-0.263,-0.544,-0.566,-0.45,0.0,0.707
TSLA,-0.483,0.757,0.131,0.517,-0.345,-0.593,-0.69,-0.569,0.707,0.0
