,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.48,-0.752,-0.592,-0.605,-0.846,-0.682,-0.55,0.797,0.393
AAPL,-0.48,0.0,0.853,0.743,0.916,0.746,0.47,0.77,-0.671,-0.37
AMD,-0.752,0.853,0.0,0.76,0.938,0.932,0.586,0.882,-0.865,-0.478
AMZN,-0.592,0.743,0.76,0.0,0.824,0.692,0.827,0.68,-0.438,0.072
GOOGL,-0.605,0.916,0.938,0.824,0.0,0.844,0.601,0.832,-0.763,-0.323
INTC,-0.846,0.746,0.932,0.692,0.844,0.0,0.552,0.727,-0.904,-0.566
MARA,-0.682,0.47,0.586,0.827,0.601,0.552,0.0,0.56,-0.351,0.233
NVDA,-0.55,0.77,0.882,0.68,0.832,0.727,0.56,0.0,-0.669,-0.234
PLUG,0.797,-0.671,-0.865,-0.438,-0.763,-0.904,-0.351,-0.669,0.0,0.73
TSLA,0.393,-0.37,-0.478,0.072,-0.323,-0.566,0.233,-0.234,0.73,0.0
