,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.281,0.389,-0.413,-0.448,0.634,0.775,0.076,0.413,0.113
AAPL,-0.281,0.0,0.42,0.544,0.087,0.262,0.051,0.661,0.341,0.612
AMD,0.389,0.42,0.0,0.471,-0.41,0.922,0.635,0.878,0.937,0.763
AMZN,-0.413,0.544,0.471,0.0,0.249,0.189,-0.14,0.684,0.528,0.513
GOOGL,-0.448,0.087,-0.41,0.249,0.0,-0.582,-0.432,-0.213,-0.427,-0.187
INTC,0.634,0.262,0.922,0.189,-0.582,0.0,0.754,0.73,0.89,0.637
MARA,0.775,0.051,0.635,-0.14,-0.432,0.754,0.0,0.349,0.6,0.517
NVDA,0.076,0.661,0.878,0.684,-0.213,0.73,0.349,0.0,0.803,0.73
PLUG,0.413,0.341,0.937,0.528,-0.427,0.89,0.6,0.803,0.0,0.735
TSLA,0.113,0.612,0.763,0.513,-0.187,0.637,0.517,0.73,0.735,0.0
