,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.497,-0.158,0.056,-0.098,-0.274,0.774,-0.335,-0.115,0.792
AAPL,0.497,0.0,-0.859,-0.527,0.71,-0.525,0.626,-0.865,-0.366,0.841
AMD,-0.158,-0.859,0.0,0.687,-0.733,0.539,-0.419,0.889,0.411,-0.603
AMZN,0.056,-0.527,0.687,0.0,-0.398,0.041,-0.283,0.774,-0.208,-0.389
GOOGL,-0.098,0.71,-0.733,-0.398,0.0,-0.354,-0.009,-0.567,-0.434,0.274
INTC,-0.274,-0.525,0.539,0.041,-0.354,0.0,-0.402,0.383,0.613,-0.415
MARA,0.774,0.626,-0.419,-0.283,-0.009,-0.402,0.0,-0.54,-0.005,0.842
NVDA,-0.335,-0.865,0.889,0.774,-0.567,0.383,-0.54,0.0,0.134,-0.748
PLUG,-0.115,-0.366,0.411,-0.208,-0.434,0.613,-0.005,0.134,0.0,-0.192
TSLA,0.792,0.841,-0.603,-0.389,0.274,-0.415,0.842,-0.748,-0.192,0.0
