,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.335,-0.166,-0.176,-0.019,0.471,-0.032,-0.069,-0.171,-0.148
AAPL,-0.335,0.0,0.893,0.628,0.61,-0.534,0.848,0.794,0.723,0.783
AMD,-0.166,0.893,0.0,0.489,0.646,-0.63,0.926,0.933,0.869,0.907
AMZN,-0.176,0.628,0.489,0.0,0.431,0.044,0.488,0.322,0.26,0.226
GOOGL,-0.019,0.61,0.646,0.431,0.0,-0.314,0.659,0.758,0.705,0.722
INTC,0.471,-0.534,-0.63,0.044,-0.314,0.0,-0.414,-0.678,-0.616,-0.75
MARA,-0.032,0.848,0.926,0.488,0.659,-0.414,0.0,0.861,0.862,0.846
NVDA,-0.069,0.794,0.933,0.322,0.758,-0.678,0.861,0.0,0.896,0.967
PLUG,-0.171,0.723,0.869,0.26,0.705,-0.616,0.862,0.896,0.0,0.924
TSLA,-0.148,0.783,0.907,0.226,0.722,-0.75,0.846,0.967,0.924,0.0
