,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.099,0.117,0.156,0.133,0.052,0.554,0.267,0.177,0.082
AAPL,0.099,0.0,0.809,0.768,0.134,0.581,0.602,0.887,0.811,0.825
AMD,0.117,0.809,0.0,0.817,0.402,0.198,0.383,0.739,0.786,0.548
AMZN,0.156,0.768,0.817,0.0,0.534,0.186,0.568,0.665,0.838,0.498
GOOGL,0.133,0.134,0.402,0.534,0.0,-0.529,-0.014,-0.031,0.187,-0.262
INTC,0.052,0.581,0.198,0.186,-0.529,0.0,0.599,0.747,0.337,0.775
MARA,0.554,0.602,0.383,0.568,-0.014,0.599,0.0,0.709,0.656,0.702
NVDA,0.267,0.887,0.739,0.665,-0.031,0.747,0.709,0.0,0.711,0.82
PLUG,0.177,0.811,0.786,0.838,0.187,0.337,0.656,0.711,0.0,0.736
TSLA,0.082,0.825,0.548,0.498,-0.262,0.775,0.702,0.82,0.736,0.0
