,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.137,0.057,0.13,0.236,0.299,-0.424,0.137,-0.345,0.083
AAPL,0.137,0.0,0.919,0.921,0.903,0.672,-0.213,0.868,0.597,0.885
AMD,0.057,0.919,0.0,0.89,0.821,0.673,0.007,0.841,0.576,0.811
AMZN,0.13,0.921,0.89,0.0,0.954,0.729,-0.202,0.878,0.672,0.89
GOOGL,0.236,0.903,0.821,0.954,0.0,0.801,-0.312,0.875,0.559,0.846
INTC,0.299,0.672,0.673,0.729,0.801,0.0,-0.382,0.854,0.234,0.636
MARA,-0.424,-0.213,0.007,-0.202,-0.312,-0.382,0.0,-0.365,0.124,-0.255
NVDA,0.137,0.868,0.841,0.878,0.875,0.854,-0.365,0.0,0.493,0.793
PLUG,-0.345,0.597,0.576,0.672,0.559,0.234,0.124,0.493,0.0,0.635
TSLA,0.083,0.885,0.811,0.89,0.846,0.636,-0.255,0.793,0.635,0.0
