,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.906,-0.34,0.697,-0.67,0.687,0.662,0.645,0.515,0.786
AAPL,0.906,0.0,-0.517,0.806,-0.635,0.612,0.748,0.718,0.323,0.736
AMD,-0.34,-0.517,0.0,-0.487,0.688,0.055,-0.83,-0.257,0.424,-0.091
AMZN,0.697,0.806,-0.487,0.0,-0.429,0.344,0.657,0.533,0.182,0.566
GOOGL,-0.67,-0.635,0.688,-0.429,0.0,-0.216,-0.785,-0.267,0.032,-0.393
INTC,0.687,0.612,0.055,0.344,-0.216,0.0,0.183,0.811,0.753,0.751
MARA,0.662,0.748,-0.83,0.657,-0.785,0.183,0.0,0.446,-0.124,0.436
NVDA,0.645,0.718,-0.257,0.533,-0.267,0.811,0.446,0.0,0.506,0.779
PLUG,0.515,0.323,0.424,0.182,0.032,0.753,-0.124,0.506,0.0,0.699
TSLA,0.786,0.736,-0.091,0.566,-0.393,0.751,0.436,0.779,0.699,0.0
