,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.112,0.391,-0.617,-0.286,0.352,0.203,0.586,0.633,0.61
AAPL,-0.112,0.0,-0.001,-0.243,-0.166,-0.585,-0.285,-0.154,0.363,-0.292
AMD,0.391,-0.001,0.0,-0.218,0.289,0.573,0.742,0.793,0.43,0.561
AMZN,-0.617,-0.243,-0.218,0.0,0.623,0.182,0.19,-0.44,-0.898,-0.201
GOOGL,-0.286,-0.166,0.289,0.623,0.0,0.263,0.384,-0.12,-0.471,0.123
INTC,0.352,-0.585,0.573,0.182,0.263,0.0,0.833,0.572,-0.16,0.659
MARA,0.203,-0.285,0.742,0.19,0.384,0.833,0.0,0.608,-0.039,0.643
NVDA,0.586,-0.154,0.793,-0.44,-0.12,0.572,0.608,0.0,0.572,0.596
PLUG,0.633,0.363,0.43,-0.898,-0.471,-0.16,-0.039,0.572,0.0,0.27
TSLA,0.61,-0.292,0.561,-0.201,0.123,0.659,0.643,0.596,0.27,0.0
