,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.922,0.921,0.838,0.935,0.845,0.609,0.93,-0.591,0.898
AAPL,0.922,0.0,0.962,0.865,0.978,0.893,0.611,0.984,-0.791,0.84
AMD,0.921,0.962,0.0,0.926,0.954,0.859,0.548,0.969,-0.691,0.809
AMZN,0.838,0.865,0.926,0.0,0.857,0.836,0.381,0.851,-0.593,0.664
GOOGL,0.935,0.978,0.954,0.857,0.0,0.885,0.624,0.972,-0.718,0.872
INTC,0.845,0.893,0.859,0.836,0.885,0.0,0.669,0.845,-0.691,0.772
MARA,0.609,0.611,0.548,0.381,0.624,0.669,0.0,0.616,-0.443,0.691
NVDA,0.93,0.984,0.969,0.851,0.972,0.845,0.616,0.0,-0.765,0.852
PLUG,-0.591,-0.791,-0.691,-0.593,-0.718,-0.691,-0.443,-0.765,0.0,-0.573
TSLA,0.898,0.84,0.809,0.664,0.872,0.772,0.691,0.852,-0.573,0.0
