,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.662,0.806,0.875,0.841,0.808,0.252,0.667,0.893,0.66
AAPL,0.662,0.0,0.868,0.643,0.645,0.881,-0.124,0.721,0.791,0.873
AMD,0.806,0.868,0.0,0.828,0.78,0.979,0.139,0.878,0.937,0.896
AMZN,0.875,0.643,0.828,0.0,0.961,0.842,0.543,0.821,0.861,0.586
GOOGL,0.841,0.645,0.78,0.961,0.0,0.819,0.531,0.791,0.816,0.51
INTC,0.808,0.881,0.979,0.842,0.819,0.0,0.14,0.881,0.932,0.859
MARA,0.252,-0.124,0.139,0.543,0.531,0.14,0.0,0.429,0.129,-0.226
NVDA,0.667,0.721,0.878,0.821,0.791,0.881,0.429,0.0,0.733,0.65
PLUG,0.893,0.791,0.937,0.861,0.816,0.932,0.129,0.733,0.0,0.845
TSLA,0.66,0.873,0.896,0.586,0.51,0.859,-0.226,0.65,0.845,0.0
