,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.425,0.076,0.301,0.764,-0.062,0.569,-0.14,-0.086,-0.01
AAPL,0.425,0.0,0.8,0.929,0.77,0.435,0.635,0.573,0.06,-0.046
AMD,0.076,0.8,0.0,0.8,0.41,0.701,0.459,0.714,0.385,0.043
AMZN,0.301,0.929,0.8,0.0,0.738,0.357,0.458,0.478,-0.047,-0.262
GOOGL,0.764,0.77,0.41,0.738,0.0,-0.0,0.513,0.088,-0.277,-0.215
INTC,-0.062,0.435,0.701,0.357,-0.0,0.0,0.522,0.817,0.747,0.566
MARA,0.569,0.635,0.459,0.458,0.513,0.522,0.0,0.494,0.329,0.429
NVDA,-0.14,0.573,0.714,0.478,0.088,0.817,0.494,0.0,0.591,0.485
PLUG,-0.086,0.06,0.385,-0.047,-0.277,0.747,0.329,0.591,0.0,0.694
TSLA,-0.01,-0.046,0.043,-0.262,-0.215,0.566,0.429,0.485,0.694,0.0
