,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.398,-0.684,0.397,0.207,0.128,-0.224,-0.424,0.014,-0.234
AAPL,0.398,0.0,-0.079,0.893,0.411,-0.296,-0.525,-0.073,-0.39,-0.474
AMD,-0.684,-0.079,0.0,-0.245,-0.216,-0.331,0.212,0.53,-0.062,0.051
AMZN,0.397,0.893,-0.245,0.0,0.45,-0.255,-0.638,-0.157,-0.46,-0.471
GOOGL,0.207,0.411,-0.216,0.45,0.0,0.495,0.159,0.316,0.387,0.405
INTC,0.128,-0.296,-0.331,-0.255,0.495,0.0,0.686,0.414,0.886,0.861
MARA,-0.224,-0.525,0.212,-0.638,0.159,0.686,0.0,0.457,0.864,0.883
NVDA,-0.424,-0.073,0.53,-0.157,0.316,0.414,0.457,0.0,0.526,0.508
PLUG,0.014,-0.39,-0.062,-0.46,0.387,0.886,0.864,0.526,0.0,0.878
TSLA,-0.234,-0.474,0.051,-0.471,0.405,0.861,0.883,0.508,0.878,0.0
