,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.293,0.723,0.059,0.534,0.823,0.798,-0.013,0.801,0.839
AAPL,0.293,0.0,0.667,0.481,0.899,0.512,0.036,0.675,0.573,0.129
AMD,0.723,0.667,0.0,0.531,0.819,0.769,0.664,0.511,0.793,0.75
AMZN,0.059,0.481,0.531,0.0,0.586,0.396,0.066,0.842,0.022,0.165
GOOGL,0.534,0.899,0.819,0.586,0.0,0.75,0.286,0.666,0.651,0.381
INTC,0.823,0.512,0.769,0.396,0.75,0.0,0.617,0.315,0.717,0.674
MARA,0.798,0.036,0.664,0.066,0.286,0.617,0.0,-0.15,0.727,0.914
NVDA,-0.013,0.675,0.511,0.842,0.666,0.315,-0.15,0.0,0.058,-0.04
PLUG,0.801,0.573,0.793,0.022,0.651,0.717,0.727,0.058,0.0,0.723
TSLA,0.839,0.129,0.75,0.165,0.381,0.674,0.914,-0.04,0.723,0.0
