,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.737,-0.048,0.63,0.701,0.332,0.358,0.074,0.588,0.591
AAPL,0.737,0.0,-0.477,0.875,0.912,0.041,0.337,-0.124,0.922,0.782
AMD,-0.048,-0.477,0.0,-0.289,-0.19,0.78,0.364,0.817,-0.463,-0.032
AMZN,0.63,0.875,-0.289,0.0,0.929,0.134,0.311,0.159,0.913,0.862
GOOGL,0.701,0.912,-0.19,0.929,0.0,0.303,0.511,0.237,0.906,0.913
INTC,0.332,0.041,0.78,0.134,0.303,0.0,0.462,0.8,-0.01,0.353
MARA,0.358,0.337,0.364,0.311,0.511,0.462,0.0,0.502,0.354,0.546
NVDA,0.074,-0.124,0.817,0.159,0.237,0.8,0.502,0.0,-0.001,0.4
PLUG,0.588,0.922,-0.463,0.913,0.906,-0.01,0.354,-0.001,0.0,0.861
TSLA,0.591,0.782,-0.032,0.862,0.913,0.353,0.546,0.4,0.861,0.0
