,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.522,-0.426,-0.206,0.382,0.441,0.485,0.281,-0.351,-0.521
AAPL,-0.522,0.0,0.427,0.093,-0.524,-0.709,-0.688,-0.511,0.758,0.799
AMD,-0.426,0.427,0.0,-0.047,0.111,0.131,0.145,0.419,0.175,0.149
AMZN,-0.206,0.093,-0.047,0.0,0.243,-0.013,-0.159,-0.093,0.141,0.508
GOOGL,0.382,-0.524,0.111,0.243,0.0,0.858,0.806,0.826,-0.357,-0.377
INTC,0.441,-0.709,0.131,-0.013,0.858,0.0,0.913,0.906,-0.629,-0.679
MARA,0.485,-0.688,0.145,-0.159,0.806,0.913,0.0,0.93,-0.677,-0.724
NVDA,0.281,-0.511,0.419,-0.093,0.826,0.906,0.93,0.0,-0.539,-0.602
PLUG,-0.351,0.758,0.175,0.141,-0.357,-0.629,-0.677,-0.539,0.0,0.764
TSLA,-0.521,0.799,0.149,0.508,-0.377,-0.679,-0.724,-0.602,0.764,0.0
