,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.859,0.814,0.622,0.493,0.648,-0.084,0.871,0.569,0.655
AAPL,0.859,0.0,0.911,0.711,0.515,0.724,-0.101,0.923,0.358,0.529
AMD,0.814,0.911,0.0,0.848,0.312,0.855,0.107,0.886,0.18,0.329
AMZN,0.622,0.711,0.848,0.0,-0.036,0.966,0.251,0.67,-0.106,0.03
GOOGL,0.493,0.515,0.312,-0.036,0.0,0.032,-0.522,0.411,0.674,0.741
INTC,0.648,0.724,0.855,0.966,0.032,0.0,0.093,0.657,0.017,0.131
MARA,-0.084,-0.101,0.107,0.251,-0.522,0.093,0.0,0.116,-0.479,-0.452
NVDA,0.871,0.923,0.886,0.67,0.411,0.657,0.116,0.0,0.346,0.512
PLUG,0.569,0.358,0.18,-0.106,0.674,0.017,-0.479,0.346,0.0,0.95
TSLA,0.655,0.529,0.329,0.03,0.741,0.131,-0.452,0.512,0.95,0.0
