,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.214,-0.145,-0.147,0.247,0.142,-0.481,0.365,0.531,-0.489
AAPL,-0.214,0.0,0.867,0.904,0.786,0.8,0.826,0.553,0.368,0.83
AMD,-0.145,0.867,0.0,0.888,0.819,0.816,0.758,0.701,0.548,0.772
AMZN,-0.147,0.904,0.888,0.0,0.734,0.718,0.81,0.51,0.521,0.768
GOOGL,0.247,0.786,0.819,0.734,0.0,0.958,0.561,0.9,0.578,0.612
INTC,0.142,0.8,0.816,0.718,0.958,0.0,0.64,0.828,0.434,0.691
MARA,-0.481,0.826,0.758,0.81,0.561,0.64,0.0,0.3,0.072,0.975
NVDA,0.365,0.553,0.701,0.51,0.9,0.828,0.3,0.0,0.646,0.39
PLUG,0.531,0.368,0.548,0.521,0.578,0.434,0.072,0.646,0.0,0.038
TSLA,-0.489,0.83,0.772,0.768,0.612,0.691,0.975,0.39,0.038,0.0
