,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.739,-0.798,-0.459,-0.592,-0.755,-0.285,-0.128,-0.598,-0.703
AAPL,-0.739,0.0,0.908,0.572,0.716,0.922,0.441,0.383,0.741,0.925
AMD,-0.798,0.908,0.0,0.558,0.744,0.966,0.201,0.353,0.685,0.877
AMZN,-0.459,0.572,0.558,0.0,0.891,0.499,0.181,-0.159,-0.002,0.785
GOOGL,-0.592,0.716,0.744,0.891,0.0,0.699,0.11,-0.008,0.207,0.864
INTC,-0.755,0.922,0.966,0.499,0.699,0.0,0.25,0.417,0.714,0.862
MARA,-0.285,0.441,0.201,0.181,0.11,0.25,0.0,-0.109,0.439,0.348
NVDA,-0.128,0.383,0.353,-0.159,-0.008,0.417,-0.109,0.0,0.452,0.229
PLUG,-0.598,0.741,0.685,-0.002,0.207,0.714,0.439,0.452,0.0,0.479
TSLA,-0.703,0.925,0.877,0.785,0.864,0.862,0.348,0.229,0.479,0.0
