,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.541,-0.096,0.299,0.709,0.728,0.038,0.416,0.429,0.481
AAPL,0.541,0.0,0.571,0.861,0.912,0.831,0.619,0.887,0.369,0.845
AMD,-0.096,0.571,0.0,0.76,0.386,0.384,0.462,0.655,0.152,0.51
AMZN,0.299,0.861,0.76,0.0,0.756,0.765,0.608,0.928,0.184,0.775
GOOGL,0.709,0.912,0.386,0.756,0.0,0.908,0.392,0.776,0.463,0.814
INTC,0.728,0.831,0.384,0.765,0.908,0.0,0.306,0.793,0.355,0.665
MARA,0.038,0.619,0.462,0.608,0.392,0.306,0.0,0.598,0.18,0.507
NVDA,0.416,0.887,0.655,0.928,0.776,0.793,0.598,0.0,0.083,0.743
PLUG,0.429,0.369,0.152,0.184,0.463,0.355,0.18,0.083,0.0,0.382
TSLA,0.481,0.845,0.51,0.775,0.814,0.665,0.507,0.743,0.382,0.0
