,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.092,-0.464,0.024,0.554,-0.087,0.332,-0.116,-0.66,-0.555
AAPL,-0.092,0.0,0.727,0.481,0.384,0.802,-0.094,0.62,0.589,0.712
AMD,-0.464,0.727,0.0,0.634,0.199,0.852,0.133,0.846,0.901,0.848
AMZN,0.024,0.481,0.634,0.0,0.746,0.637,0.7,0.892,0.515,0.313
GOOGL,0.554,0.384,0.199,0.746,0.0,0.501,0.728,0.596,0.027,-0.135
INTC,-0.087,0.802,0.852,0.637,0.501,0.0,0.254,0.837,0.689,0.632
MARA,0.332,-0.094,0.133,0.7,0.728,0.254,0.0,0.551,0.029,-0.287
NVDA,-0.116,0.62,0.846,0.892,0.596,0.837,0.551,0.0,0.662,0.525
PLUG,-0.66,0.589,0.901,0.515,0.027,0.689,0.029,0.662,0.0,0.828
TSLA,-0.555,0.712,0.848,0.313,-0.135,0.632,-0.287,0.525,0.828,0.0
