,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.289,0.767,0.687,0.596,0.209,0.786,0.748,0.497,0.386
AAPL,0.289,0.0,0.731,0.565,0.617,-0.419,0.703,0.712,0.654,0.752
AMD,0.767,0.731,0.0,0.669,0.733,-0.295,0.958,0.96,0.785,0.76
AMZN,0.687,0.565,0.669,0.0,0.597,0.213,0.672,0.607,0.266,0.264
GOOGL,0.596,0.617,0.733,0.597,0.0,-0.17,0.736,0.823,0.765,0.733
INTC,0.209,-0.419,-0.295,0.213,-0.17,0.0,-0.131,-0.365,-0.469,-0.628
MARA,0.786,0.703,0.958,0.672,0.736,-0.131,0.0,0.913,0.789,0.71
NVDA,0.748,0.712,0.96,0.607,0.823,-0.365,0.913,0.0,0.863,0.852
PLUG,0.497,0.654,0.785,0.266,0.765,-0.469,0.789,0.863,0.0,0.914
TSLA,0.386,0.752,0.76,0.264,0.733,-0.628,0.71,0.852,0.914,0.0
