,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.031,0.131,0.157,0.447,-0.342,0.149,0.031,0.068,-0.15
AAPL,0.031,0.0,0.88,0.865,0.56,0.701,0.811,0.959,0.824,0.885
AMD,0.131,0.88,0.0,0.888,0.627,0.461,0.787,0.91,0.859,0.79
AMZN,0.157,0.865,0.888,0.0,0.754,0.448,0.88,0.869,0.864,0.739
GOOGL,0.447,0.56,0.627,0.754,0.0,0.043,0.705,0.536,0.492,0.39
INTC,-0.342,0.701,0.461,0.448,0.043,0.0,0.552,0.74,0.4,0.783
MARA,0.149,0.811,0.787,0.88,0.705,0.552,0.0,0.834,0.682,0.844
NVDA,0.031,0.959,0.91,0.869,0.536,0.74,0.834,0.0,0.798,0.901
PLUG,0.068,0.824,0.859,0.864,0.492,0.4,0.682,0.798,0.0,0.704
TSLA,-0.15,0.885,0.79,0.739,0.39,0.783,0.844,0.901,0.704,0.0
