,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.008,0.678,-0.02,0.45,-0.163,0.656,0.383,0.341,0.385
AAPL,0.008,0.0,-0.222,0.613,0.58,-0.301,-0.528,-0.406,-0.781,-0.389
AMD,0.678,-0.222,0.0,-0.035,0.465,-0.195,0.717,0.523,0.448,0.448
AMZN,-0.02,0.613,-0.035,0.0,0.315,-0.011,-0.045,0.22,-0.271,-0.187
GOOGL,0.45,0.58,0.465,0.315,0.0,-0.722,0.015,-0.239,-0.491,-0.221
INTC,-0.163,-0.301,-0.195,-0.011,-0.722,0.0,0.111,0.548,0.497,0.512
MARA,0.656,-0.528,0.717,-0.045,0.015,0.111,0.0,0.731,0.799,0.518
NVDA,0.383,-0.406,0.523,0.22,-0.239,0.548,0.731,0.0,0.786,0.605
PLUG,0.341,-0.781,0.448,-0.271,-0.491,0.497,0.799,0.786,0.0,0.57
TSLA,0.385,-0.389,0.448,-0.187,-0.221,0.512,0.518,0.605,0.57,0.0
