,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.394,-0.566,-0.295,-0.489,-0.066,-0.483,-0.509,-0.44,-0.203
AAPL,-0.394,0.0,0.947,0.897,0.963,0.827,0.948,0.948,0.913,0.903
AMD,-0.566,0.947,0.0,0.844,0.973,0.738,0.975,0.99,0.929,0.867
AMZN,-0.295,0.897,0.844,0.0,0.919,0.897,0.901,0.859,0.897,0.883
GOOGL,-0.489,0.963,0.973,0.919,0.0,0.811,0.98,0.974,0.953,0.915
INTC,-0.066,0.827,0.738,0.897,0.811,0.0,0.78,0.751,0.775,0.853
MARA,-0.483,0.948,0.975,0.901,0.98,0.78,0.0,0.985,0.954,0.906
NVDA,-0.509,0.948,0.99,0.859,0.974,0.751,0.985,0.0,0.946,0.878
PLUG,-0.44,0.913,0.929,0.897,0.953,0.775,0.954,0.946,0.0,0.865
TSLA,-0.203,0.903,0.867,0.883,0.915,0.853,0.906,0.878,0.865,0.0
