,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.108,0.394,0.709,0.566,-0.105,-0.133,0.447,-0.02,-0.03
AAPL,-0.108,0.0,0.7,0.209,0.497,0.867,0.25,0.564,0.797,0.874
AMD,0.394,0.7,0.0,0.78,0.884,0.575,-0.245,0.923,0.569,0.604
AMZN,0.709,0.209,0.78,0.0,0.862,0.052,-0.453,0.804,0.095,0.243
GOOGL,0.566,0.497,0.884,0.862,0.0,0.387,-0.239,0.907,0.298,0.55
INTC,-0.105,0.867,0.575,0.052,0.387,0.0,0.299,0.44,0.8,0.799
MARA,-0.133,0.25,-0.245,-0.453,-0.239,0.299,0.0,-0.374,0.409,0.169
NVDA,0.447,0.564,0.923,0.804,0.907,0.44,-0.374,0.0,0.333,0.574
PLUG,-0.02,0.797,0.569,0.095,0.298,0.8,0.409,0.333,0.0,0.558
TSLA,-0.03,0.874,0.604,0.243,0.55,0.799,0.169,0.574,0.558,0.0
