,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.931,0.921,0.863,0.921,0.944,0.912,0.572,0.773,0.885
AAPL,0.931,0.0,0.942,0.935,0.954,0.98,0.92,0.743,0.873,0.918
AMD,0.921,0.942,0.0,0.96,0.968,0.968,0.938,0.601,0.879,0.908
AMZN,0.863,0.935,0.96,0.0,0.929,0.95,0.873,0.733,0.932,0.888
GOOGL,0.921,0.954,0.968,0.929,0.0,0.966,0.958,0.58,0.884,0.91
INTC,0.944,0.98,0.968,0.95,0.966,0.0,0.938,0.701,0.879,0.94
MARA,0.912,0.92,0.938,0.873,0.958,0.938,0.0,0.507,0.843,0.944
NVDA,0.572,0.743,0.601,0.733,0.58,0.701,0.507,0.0,0.704,0.663
PLUG,0.773,0.873,0.879,0.932,0.884,0.879,0.843,0.704,0.0,0.868
TSLA,0.885,0.918,0.908,0.888,0.91,0.94,0.944,0.663,0.868,0.0
