,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.67,-0.86,-0.721,-0.756,-0.919,-0.782,-0.768,0.916,0.072
AAPL,-0.67,0.0,0.899,0.878,0.943,0.755,0.739,0.93,-0.705,0.203
AMD,-0.86,0.899,0.0,0.916,0.958,0.911,0.84,0.965,-0.85,0.098
AMZN,-0.721,0.878,0.916,0.0,0.932,0.812,0.886,0.919,-0.671,0.347
GOOGL,-0.756,0.943,0.958,0.932,0.0,0.811,0.84,0.984,-0.757,0.298
INTC,-0.919,0.755,0.911,0.812,0.811,0.0,0.773,0.827,-0.906,-0.098
MARA,-0.782,0.739,0.84,0.886,0.84,0.773,0.0,0.824,-0.653,0.333
NVDA,-0.768,0.93,0.965,0.919,0.984,0.827,0.824,0.0,-0.768,0.289
PLUG,0.916,-0.705,-0.85,-0.671,-0.757,-0.906,-0.653,-0.768,0.0,0.2
TSLA,0.072,0.203,0.098,0.347,0.298,-0.098,0.333,0.289,0.2,0.0
