,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.768,0.923,0.896,0.813,0.884,0.664,0.832,0.959,0.77
AAPL,0.768,0.0,0.841,0.765,0.76,0.853,0.476,0.778,0.774,0.751
AMD,0.923,0.841,0.0,0.948,0.941,0.986,0.734,0.945,0.938,0.655
AMZN,0.896,0.765,0.948,0.0,0.966,0.946,0.862,0.92,0.915,0.522
GOOGL,0.813,0.76,0.941,0.966,0.0,0.962,0.814,0.932,0.842,0.423
INTC,0.884,0.853,0.986,0.946,0.962,0.0,0.727,0.949,0.903,0.589
MARA,0.664,0.476,0.734,0.862,0.814,0.727,0.0,0.784,0.714,0.227
NVDA,0.832,0.778,0.945,0.92,0.932,0.949,0.784,0.0,0.816,0.493
PLUG,0.959,0.774,0.938,0.915,0.842,0.903,0.714,0.816,0.0,0.726
TSLA,0.77,0.751,0.655,0.522,0.423,0.589,0.227,0.493,0.726,0.0
