,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.195,0.317,0.114,0.082,0.27,0.426,0.112,0.126,0.371
AAPL,0.195,0.0,0.393,0.981,0.463,-0.614,0.521,0.94,0.864,0.876
AMD,0.317,0.393,0.0,0.375,0.539,0.154,0.332,0.473,0.056,0.59
AMZN,0.114,0.981,0.375,0.0,0.474,-0.621,0.49,0.951,0.875,0.855
GOOGL,0.082,0.463,0.539,0.474,0.0,0.182,0.286,0.498,0.346,0.396
INTC,0.27,-0.614,0.154,-0.621,0.182,0.0,-0.045,-0.535,-0.552,-0.486
MARA,0.426,0.521,0.332,0.49,0.286,-0.045,0.0,0.513,0.517,0.492
NVDA,0.112,0.94,0.473,0.951,0.498,-0.535,0.513,0.0,0.788,0.832
PLUG,0.126,0.864,0.056,0.875,0.346,-0.552,0.517,0.788,0.0,0.616
TSLA,0.371,0.876,0.59,0.855,0.396,-0.486,0.492,0.832,0.616,0.0
