,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.682,-0.582,0.394,-0.876,-0.571,-0.759,-0.798,-0.736,0.53
AAPL,-0.682,0.0,0.391,-0.412,0.743,0.564,0.692,0.638,0.497,-0.52
AMD,-0.582,0.391,0.0,0.389,0.703,0.649,0.754,0.904,0.908,0.131
AMZN,0.394,-0.412,0.389,0.0,-0.246,0.006,-0.105,0.054,0.134,0.8
GOOGL,-0.876,0.743,0.703,-0.246,0.0,0.781,0.786,0.86,0.794,-0.344
INTC,-0.571,0.564,0.649,0.006,0.781,0.0,0.572,0.67,0.654,-0.182
MARA,-0.759,0.692,0.754,-0.105,0.786,0.572,0.0,0.882,0.823,-0.39
NVDA,-0.798,0.638,0.904,0.054,0.86,0.67,0.882,0.0,0.942,-0.191
PLUG,-0.736,0.497,0.908,0.134,0.794,0.654,0.823,0.942,0.0,-0.068
TSLA,0.53,-0.52,0.131,0.8,-0.344,-0.182,-0.39,-0.191,-0.068,0.0
