,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.657,0.154,0.394,-0.314,0.338,0.873,-0.482,0.047,0.57
AAPL,0.657,0.0,0.691,0.671,0.361,0.79,0.638,0.096,-0.574,0.803
AMD,0.154,0.691,0.0,0.798,0.667,0.801,0.251,0.36,-0.681,0.696
AMZN,0.394,0.671,0.798,0.0,0.379,0.648,0.489,0.004,-0.432,0.697
GOOGL,-0.314,0.361,0.667,0.379,0.0,0.535,-0.347,0.728,-0.525,0.422
INTC,0.338,0.79,0.801,0.648,0.535,0.0,0.436,0.134,-0.484,0.729
MARA,0.873,0.638,0.251,0.489,-0.347,0.436,0.0,-0.632,-0.066,0.521
NVDA,-0.482,0.096,0.36,0.004,0.728,0.134,-0.632,0.0,-0.455,0.102
PLUG,0.047,-0.574,-0.681,-0.432,-0.525,-0.484,-0.066,-0.455,0.0,-0.349
TSLA,0.57,0.803,0.696,0.697,0.422,0.729,0.521,0.102,-0.349,0.0
