,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.556,0.508,-0.024,0.206,0.629,0.329,0.394,0.344,0.329
AAPL,0.556,0.0,0.831,0.433,0.524,0.308,0.293,0.736,0.686,0.505
AMD,0.508,0.831,0.0,0.586,0.508,0.264,0.3,0.884,0.482,0.597
AMZN,-0.024,0.433,0.586,0.0,-0.081,0.234,0.525,0.706,-0.212,0.673
GOOGL,0.206,0.524,0.508,-0.081,0.0,-0.321,-0.373,0.461,0.789,0.113
INTC,0.629,0.308,0.264,0.234,-0.321,0.0,0.685,0.316,-0.15,0.474
MARA,0.329,0.293,0.3,0.525,-0.373,0.685,0.0,0.331,-0.325,0.503
NVDA,0.394,0.736,0.884,0.706,0.461,0.316,0.331,0.0,0.306,0.785
PLUG,0.344,0.686,0.482,-0.212,0.789,-0.15,-0.325,0.306,0.0,-0.031
TSLA,0.329,0.505,0.597,0.673,0.113,0.474,0.503,0.785,-0.031,0.0
